Rk,Player,Pos,Age,PER,BPM,VORP,WS,PTS,AST,TRB,MP,WLp,SRS,Trade Value,Predicted Trade Value (DecisionTree),Predicted Trade Value (RandomForest),Predicted Trade Value (GradientBoosting)
474,Josh Richardson,SG,28,13.1,0.05,0.4,1.8,0.344771242,0.175925926,0.193877551,0.284934876,0.4815,-1.72,-0.485781742,-0.244921358,-0.408097692,-0.367741699
499,Landry Shamet,SG,24,10.2,-1.2,0.3,2.6,0.27124183,0.148148148,0.12244898,0.504295414,0.549,2.08,-0.383894133,-0.557585641,-0.410598199,-0.345635425
407,Raul Neto,PG,29,12.4,-2.9,-0.4,1.5,0.245098039,0.287037037,0.129251701,0.481363447,0.427,-1.06,-0.704599968,-0.559948738,-0.427025998,-0.405575132
203,Danny Green,SF,34,9.5,-0.5,0.5,1.9,0.192810458,0.092592593,0.170068027,0.475543855,0.659,4.37,-0.789481635,-0.294794372,-0.430235967,-0.383566759
90,Facundo Campazzo,PG,30,11.1,-0.8,0.4,2,0.166666667,0.314814815,0.12244898,0.415754469,0.646,3.04,-0.575379044,-0.334171379,-0.4304052,-0.379249532
179,Markelle Fultz,PG,23,17.7,0.2,0.2,0.4,0.352941176,0.509259259,0.183673469,0.130940834,0.415,-2.39,-0.325878845,-0.46905643,-0.430415505,-0.39606257
333,Nassir Little,SF,21,13.5,-1.4,0.2,1.7,0.320261438,0.12037037,0.380952381,0.385166967,0.402,-3.96,-0.379240457,-0.499882913,-0.435372468,-0.360131186
49,Goga Bitadze,C,22,18,-0.8,0.2,1.9,0.22875817,0.101851852,0.238095238,0.256893446,0.427,-2.91,-0.374726059,-0.557319473,-0.438629471,-0.398126695
206,JaMychal Green,PF,31,14.1,-1.8,0,2.7,0.209150327,0.083333333,0.285714286,0.380767632,0.646,3.04,-0.615830984,-0.418564933,-0.438924822,-0.426598108
603,Omer Yurtseven,C,23,17.4,-1,0.2,2.1,0.173202614,0.083333333,0.360544218,0.248233338,0.537,-0.13,-0.431246823,-0.511068247,-0.442868662,-0.459120397
437,Eric Paschall,PF,25,13.9,-0.5,0.3,2,0.189542484,0.055555556,0.12244898,0.259006512,0.451,-1.03,-0.58368188,-0.509235334,-0.443892441,-0.482466924
326,Damion Lee,SG,29,10.9,-2,0,2.7,0.241830065,0.092592593,0.217687075,0.441284467,0.537,1.66,-0.61297483,-0.48366262,-0.446728136,-0.487300329
246,Justin Holiday,SF,32,10.3,-1.7,0.1,1.4,0.359477124,0.166666667,0.19047619,0.499826798,0.427,-2.91,-0.723948536,-0.347330639,-0.454572884,-0.398500762
364,Jaden McDaniels,PF,21,10.3,-2.9,-0.4,2.4,0.300653595,0.101851852,0.285714286,0.632811417,0.512,-0.22,-0.420230617,-0.376661416,-0.464816506,-0.418254564
44,DeAndre' Bembry,SF,27,12.4,-0.4,0.4,2.1,0.189542484,0.12037037,0.217687075,0.3349037,0.549,1.03,-0.560507251,-0.420972392,-0.468621182,-0.481212936
493,Dennis Schröder,PG,28,12.5,-2.8,0.05,1.5,0.413398693,0.467592593,0.224489796,0.327196203,0.4815,-0.62,-0.464488372,-0.360135957,-0.469707455,-0.432051255
164,Drew Eubanks,C,24,17.95,-1.35,0.1,1.7,0.31372549,0.12037037,0.425170068,0.222149092,0.335,-6.89,-0.418517012,-0.44359566,-0.471140688,-0.472578977
24,Marvin Bagley III,PF,22,16,-2.05,-0.05,1,0.390522876,0.078703704,0.476190476,0.20754815,0.396,-2.715,-0.542492216,-0.425702579,-0.473318296,-0.454828685
512,Jalen Smith,PF,21,18.05,-0.75,0.2,1.4,0.316993464,0.046296296,0.421768707,0.166083553,0.488,-0.415,-0.414128107,-0.52748637,-0.477075311,-0.503441913
382,Davion Mitchell,PG,23,10.8,-3.8,-0.9,0.1,0.375816993,0.388888889,0.149659864,0.728037966,0.585,2.3,-0.637943493,-0.590072026,-0.480956212,-0.339461583
381,Shake Milton,SG,25,11.9,-2.2,-0.1,1.7,0.267973856,0.231481481,0.176870748,0.415130941,0.659,4.37,-0.56732391,-0.514718258,-0.481513875,-0.496119407
129,Terence Davis,SG,24,14.6,-0.9,0.2,0.5,0.339869281,0.12037037,0.210884354,0.191180546,0.585,2.3,-0.669067419,-0.23161429,-0.48293743,-0.503529625
264,Joe Ingles,SF,34,10,-0.3,0.5,2.2,0.235294118,0.324074074,0.197278912,0.39659831,0.451,-1.03,-0.595080759,-0.39111368,-0.484752818,-0.437959715
48,Khem Birch,C,29,13.2,-1.3,0.2,2.6,0.147058824,0.092592593,0.292517007,0.348829153,0.5,1.59,-0.606998231,-0.425935643,-0.492235701,-0.522187306
322,Jock Landale,C,26,16,-0.4,0.2,1.5,0.160130719,0.074074074,0.176870748,0.207115145,0.268,-9.82,-0.657173573,-0.74534065,-0.495115492,-0.566039212
425,Victor Oladipo,SG,29,16.8,1.3,0.1,0.4,0.405228758,0.324074074,0.197278912,0.066717473,0.537,-0.13,-0.569938844,-0.565629312,-0.498354598,-0.51288498
366,Doug McDermott,PF,30,11.4,-2.5,-0.1,1.6,0.369281046,0.12037037,0.156462585,0.431273382,0.268,-9.82,-0.727955035,-0.48416843,-0.507400035,-0.480626034
448,Aleksej Pokusevski,PF,20,12,-2.6,-0.2,0.4,0.248366013,0.194444444,0.353741497,0.433421089,0.488,0.96,-0.658994516,-0.514718258,-0.507676768,-0.503344497
209,Josh Green,SG,21,11.9,-1,0.3,2.4,0.156862745,0.111111111,0.163265306,0.36459055,0.463,-0.14,-0.436161831,-0.569700488,-0.511281096,-0.518610761
251,Talen Horton-Tucker,SG,21,11,-3.3,-0.5,1.1,0.326797386,0.25,0.217687075,0.531453513,0.524,0.43,-0.564405372,-0.466368109,-0.517205801,-0.489687683
416,David Nwaba,SF,29,15.3,-0.6,0.2,1.3,0.166666667,0.074074074,0.224489796,0.214839961,0.268,-7.62,-0.77425796,-0.463967616,-0.521445553,-0.549625671
269,Isaiah Jackson,C,20,20.5,-1.6,0,1.4,0.27124183,0.027777778,0.278911565,0.191907995,0.427,-2.91,-0.42702821,-0.649612118,-0.529512662,-0.401107672
111,Zach Collins,C,24,16.4,-0.2,0.2,1.2,0.254901961,0.203703704,0.37414966,0.179402799,0.268,-9.82,-0.485511289,-0.609632165,-0.530213418,-0.530505285
601,Thaddeus Young,PF,33,17.2,2.2,0.45,1.15,0.202614379,0.185185185,0.272108844,0.151292088,0.384,-4.115,-0.63779429,-0.737574634,-0.53062988,-0.508462632
239,George Hill,PG,35,10.2,-1.6,0.1,2.3,0.202614379,0.203703704,0.197278912,0.441388389,0.707,3.61,-0.772241455,-0.617758174,-0.534535224,-0.545468492
373,Ben McLemore,SG,28,11.7,-3.2,-0.4,0.8,0.333333333,0.083333333,0.108843537,0.451399473,0.402,-3.96,-0.889024736,-0.327844595,-0.534626987,-0.553906666
118,DeMarcus Cousins,C,31,18.3,-1.25,0.05,0.8,0.294117647,0.12962963,0.384353741,0.12900097,0.6765,3.325,-0.767479908,-0.555522505,-0.544006603,-0.550237182
327,Saben Lee,PG,22,13.8,-0.4,0.2,0.9,0.183006536,0.268518519,0.163265306,0.214181793,0.207,-7.73,-0.570661743,-0.23723012,-0.544913282,-0.562971202
293,Derrick Jones Jr.,PF,24,13,-0.9,0.2,2.2,0.183006536,0.055555556,0.224489796,0.316821394,0.488,1.37,-0.549005171,-0.510789201,-0.548219809,-0.529256082
471,Paul Reed,C,22,21.4,2.1,0.3,1.3,0.10130719,0.037037037,0.163265306,0.106657891,0.659,4.37,-0.435616724,-0.285481276,-0.551849446,-0.51028237
336,Brook Lopez,C,33,16,-1.3,0.1,0.7,0.405228758,0.046296296,0.278911565,0.110468339,0.707,3.61,-0.887102435,-0.523826744,-0.56561805,-0.514919152
104,Josh Christopher,SG,20,12.2,-3.5,-0.5,0.3,0.258169935,0.185185185,0.170068027,0.467645836,0.268,-7.62,-0.744861529,-0.62585886,-0.565711818,-0.573529823
284,James Johnson,PF,34,10.3,-2.2,-0.1,1.7,0.179738562,0.194444444,0.238095238,0.418525703,0.549,1.03,-0.903728604,-0.577809348,-0.570919854,-0.619052379
81,Thomas Bryant,C,24,16.6,-1,0.1,1.1,0.241830065,0.083333333,0.272108844,0.15702508,0.427,-1.06,-0.638939639,-0.419120186,-0.57420899,-0.58987507
479,Jeremiah Robinson-Earl,C,21,11.7,-2.2,-0.1,1.5,0.245098039,0.092592593,0.380952381,0.383538867,0.488,0.96,-0.58809453,-0.581533885,-0.577655785,-0.593687489
518,Lance Stephenson,PG,31,14.5,-2.8,-0.1,0.8,0.303921569,0.361111111,0.19047619,0.263475128,0.427,-2.91,-0.768266913,-0.61142222,-0.583322788,-0.503595028
534,Cam Thomas,SG,20,11.7,-3.4,-0.4,0.8,0.277777778,0.111111111,0.163265306,0.412775391,0.549,1.03,-0.727039274,-0.611753087,-0.586667757,-0.631332458
321,Jeremy Lamb,SF,29,13.4,-0.5,0.2,0.9,0.232026144,0.12037037,0.163265306,0.217091589,0.427,-2.91,-0.814759192,-0.45927117,-0.589395681,-0.599480025
231,Killian Hayes,PG,20,9.3,-3.5,-0.6,0.5,0.225490196,0.388888889,0.217687075,0.57849522,0.207,-7.73,-0.65156124,-0.537309052,-0.591769874,-0.522137611
263,Andre Iguodala,SF,38,12.3,2.7,0.7,1.6,0.130718954,0.342592593,0.217687075,0.214943882,0.537,1.66,-0.708955204,-0.600316703,-0.593016768,-0.395796533
138,Gorgui Dieng,C,32,17.3,2.1,0.4,1.2,0.114379085,0.074074074,0.19047619,0.130732992,0.5,0.32,-0.752356385,-0.568475834,-0.598137251,-0.604108772
50,Bismack Biyombo,C,29,17.3,-1.3,0.1,1.8,0.189542484,0.055555556,0.31292517,0.17947208,0.549,2.08,-0.692629182,-0.395988847,-0.606371024,-0.589345884
259,De'Andre Hunter,SF,24,10.6,-3.9,-0.8,1.1,0.437908497,0.12037037,0.224489796,0.555909658,0.5,0.32,-0.704192001,-0.590074132,-0.607709044,-0.628269087
500,Day'Ron Sharpe,PF,20,20.7,-2.8,-0.1,1.2,0.202614379,0.046296296,0.340136054,0.138977414,0.549,1.03,-0.559810863,-0.712296859,-0.60911354,-0.643738403
411,Zeke Nnaji,PF,21,13.5,-2.2,0,1.8,0.215686275,0.037037037,0.244897959,0.246986282,0.646,3.04,-0.61311122,-0.524919045,-0.614706482,-0.57363929
399,Trey Murphy III,SF,21,12.5,-1.2,0.2,1.9,0.176470588,0.055555556,0.163265306,0.303415547,0.512,1.63,-0.558989202,-0.539736796,-0.61697402,-0.564231241
64,Tony Bradley,C,24,14.9,-1.8,0,1.3,0.098039216,0.046296296,0.231292517,0.192947208,0.488,1.37,-0.80085632,-0.837124077,-0.625248447,-0.647369873
314,Furkan Korkmaz,SG,24,10.2,-3.1,-0.4,1.2,0.248366013,0.175925926,0.176870748,0.496432035,0.659,4.37,-0.739454762,-0.751810815,-0.627576873,-0.617584511
545,Juan Toscano-Anderson,SF,28,11,-0.8,0.3,2,0.133986928,0.157407407,0.163265306,0.348344187,0.537,1.66,-0.678421011,-0.522063187,-0.62864478,-0.595960322
365,Jalen McDaniels,SF,24,12.7,-2.3,-0.1,1.7,0.202614379,0.101851852,0.210884354,0.314985451,0.329,-5.89,-0.683342405,-0.653969212,-0.631892899,-0.636946152
79,Troy Brown Jr.,SF,22,10.1,-1.8,0.1,1.4,0.140522876,0.092592593,0.210884354,0.370306221,0.488,1.37,-0.720628245,-0.833921907,-0.632318837,-0.660794258
558,Dean Wade,PF,25,10.1,-0.6,0.4,2.3,0.173202614,0.092592593,0.197278912,0.345434391,0.622,5.23,-0.575045701,-0.755654149,-0.63244281,-0.561844873
535,Isaiah Thomas,PG,32,16,-2.7,0,0.4,0.27124183,0.12962963,0.081632653,0.079638354,0.329,-5.89,-1.045034356,-0.649612118,-0.633298762,-0.668331912
532,Daniel Theis,C,29,13.85,-1.75,0,0.95,0.266339869,0.083333333,0.329931973,0.175661632,0.4815,-0.62,-0.869824385,-0.582078284,-0.636464871,-0.638347114
37,Keita Bates-Diop,SF,26,12.4,-2.6,-0.1,1.6,0.18627451,0.064814815,0.265306122,0.336427879,0.268,-9.82,-0.783952306,-0.653969212,-0.639515047,-0.650786406
36,Charles Bassey,C,21,21.5,1.7,0.2,0.8,0.098039216,0.027777778,0.183673469,0.060031869,0.659,4.37,-0.533265131,-0.664981348,-0.646491344,-0.577153552
590,Ziaire Williams,SF,20,9.7,-3,-0.3,2.2,0.264705882,0.092592593,0.142857143,0.473084384,0.622,3.6,-0.546946685,-0.751810815,-0.646956843,-0.581982242
277,Ty Jerome,SG,24,11.3,-2.3,-0.1,0.5,0.232026144,0.212962963,0.108843537,0.282562006,0.488,0.96,-0.833370177,-0.696898245,-0.648056166,-0.686237289
510,Dennis Smith Jr.,PG,24,13.2,-1.7,0.1,0.4,0.183006536,0.333333333,0.163265306,0.226271304,0.402,-3.96,-0.728668545,-0.645751507,-0.648935193,-0.659435921
190,Taj Gibson,C,36,12,-2,0,2.7,0.14379085,0.055555556,0.299319728,0.33331024,0.573,2.99,-0.881595943,-0.624664351,-0.654594611,-0.660183352
369,Rodney McGruder,SG,30,11.6,-1.4,0.1,1.2,0.176470588,0.083333333,0.149659864,0.265622835,0.207,-7.73,-0.929592651,-0.686802173,-0.655972566,-0.694849927
262,Serge Ibaka,C,32,14.3,-1.7,0.05,1,0.222222222,0.078703704,0.326530612,0.156955799,0.622,1.96,-0.957141197,-0.582078284,-0.658930794,-0.645225388
345,Sandro Mamukelashvili,PF,22,14.7,-0.3,0.2,1.1,0.124183007,0.046296296,0.136054422,0.143723154,0.707,3.61,-0.716297258,-0.578546138,-0.660508349,-0.682710667
120,Torrey Craig,SF,31,11.1,-1.65,0,1.15,0.218954248,0.106481481,0.275510204,0.28285645,0.488,-0.415,-0.934731695,-0.743963356,-0.66327954,-0.659875999
173,Trent Forrest,PG,23,10.9,-1,0.2,1.3,0.107843137,0.166666667,0.115646259,0.268740474,0.451,-1.03,-0.727742208,-0.748746965,-0.670703977,-0.705853182
288,Stanley Johnson,PF,25,10.5,-2.7,-0.2,1.8,0.218954248,0.157407407,0.217687075,0.386171539,0.524,0.43,-0.704952401,-0.767444956,-0.672594513,-0.648366923
6,Nickeil Alexander-Walker,SG,23,10.35,-2.35,-0.15,0.05,0.266339869,0.180555556,0.163265306,0.259491478,0.4815,0.3,-0.907002591,-0.621178401,-0.681186473,-0.709780712
166,Derrick Favors,C,30,13.6,-2.1,0,1.4,0.173202614,0.055555556,0.319727891,0.231294167,0.488,0.96,-0.903012187,-0.750508353,-0.684296696,-0.655032204
211,Quentin Grimes,SG,21,10.7,-0.3,0.3,1.4,0.196078431,0.092592593,0.136054422,0.277504503,0.573,2.99,-0.609972381,-0.594227745,-0.686263382,-0.627082753
187,Luka Garza,C,23,15.6,-2.5,-0.1,0.8,0.189542484,0.055555556,0.210884354,0.138284606,0.207,-7.73,-0.832075278,-0.627648085,-0.686450661,-0.730270279
604,Cody Zeller,C,29,17.2,-2.1,0,1.1,0.169934641,0.074074074,0.31292517,0.126818623,0.402,-3.96,-0.864172723,-0.649260431,-0.687834112,-0.681207974
234,Juancho Hernangómez,PF,26,14.5,2.2,0.3,0.9,0.202614379,0.074074074,0.238095238,0.108597755,0.451,-1.03,-0.675703945,-0.581396681,-0.688987879,-0.648103695
178,Enes Freedom,C,29,15,-1.4,0.1,1.4,0.120915033,0.018518519,0.31292517,0.145732299,0.695,6.38,-0.894519761,-0.578546138,-0.692080227,-0.652291072
311,Nathan Knight,PF,24,18.7,-0.6,0.1,1,0.120915033,0.055555556,0.156462585,0.094291257,0.512,-0.22,-0.715357419,-0.613630317,-0.697295641,-0.70049937
470,Davon Reed,SG,26,12.2,-0.3,0.3,1.6,0.14379085,0.101851852,0.156462585,0.235520299,0.646,3.04,-0.710948566,-0.867517004,-0.698560843,-0.697304729
268,Frank Jackson,PG,23,10.6,-3.5,-0.4,0.7,0.346405229,0.092592593,0.108843537,0.410142719,0.207,-7.73,-0.824071538,-0.637593464,-0.698773481,-0.641599351
469,Cam Reddish,SF,22,12.85,-1.15,0.1,0.5,0.294117647,0.083333333,0.132653061,0.1811175,0.5365,1.655,-0.751306253,-0.64620285,-0.69901121,-0.679361959
519,Lamar Stevens,PF,24,11.3,-2.9,-0.2,1.6,0.199346405,0.064814815,0.176870748,0.356484689,0.622,5.23,-0.779834709,-0.693320302,-0.702534234,-0.695852115
196,Brandon Goodwin,PG,26,11.8,-1.6,0.1,0.7,0.156862745,0.231481481,0.129251701,0.178017182,0.622,5.23,-0.870460816,-0.647104471,-0.708314408,-0.821947612
483,Terrence Ross,SG,30,10,-3.7,-0.6,0.3,0.326797386,0.166666667,0.176870748,0.508867951,0.415,-2.39,-1.021337646,-0.811627281,-0.709638655,-0.578428371
244,Aaron Holiday,PG,25,13.1,-1.45,0.05,0.7,0.210784314,0.24537037,0.139455782,0.181775669,0.488,0.51,-0.766020681,-0.724160939,-0.709788604,-0.659756283
528,Garrett Temple,SG,35,8.6,-2.5,-0.1,0.8,0.169934641,0.12037037,0.163265306,0.386102259,0.512,1.63,-1.186321649,-0.782146404,-0.712649191,-0.747202066
587,Lou Williams,PG,35,12.1,-3.4,-0.3,0.6,0.205882353,0.175925926,0.108843537,0.281037827,0.5,0.32,-1.180244986,-0.724104741,-0.712941479,-0.684279972
161,Wayne Ellington,SG,34,9.9,-1.4,0.1,1,0.218954248,0.064814815,0.12244898,0.286407094,0.524,0.43,-1.080738845,-0.749205255,-0.714164854,-0.679364201
300,DeAndre Jordan,C,33,17,-1.75,0.1,0.95,0.142156863,0.041666667,0.380952381,0.111576832,0.5915,2.4,-1.000418707,-0.601907133,-0.716522531,-0.701947867
571,Lindy Waters III,SG,24,13,-1.6,0.1,0.8,0.261437908,0.092592593,0.197278912,0.166828322,0.488,0.96,-0.787091275,-0.712236684,-0.716603415,-0.711007961
443,Reggie Perry,PF,21,16.2,-3.8,-0.1,0.2,0.326797386,0.12037037,0.346938776,0.067444922,0.402,-3.96,-0.79540508,-0.692634325,-0.718902898,-0.663075082
388,Xavier Moon,SG,27,16.2,-0.1,0.1,0.3,0.189542484,0.222222222,0.095238095,0.051510323,0.537,0.31,-0.820777515,-0.65724542,-0.724929166,-0.72292004
350,Naji Marshall,SF,24,12.3,-3.2,-0.2,0.8,0.18627451,0.101851852,0.176870748,0.258556187,0.512,1.63,-0.909601301,-0.778136112,-0.725253936,-0.72675539
538,Tristan Thompson,PF,30,15.05,-2.7,-0.1,0.8,0.194444444,0.055555556,0.343537415,0.148694056,0.5365,1.835,-1.007000908,-0.627648085,-0.725390134,-0.69878349
328,Alex Len,C,28,13.1,-2.9,-0.1,0.9,0.196078431,0.111111111,0.278911565,0.2195857,0.585,2.3,-0.944399259,-0.869603174,-0.731216328,-0.750774931
593,Justise Winslow,PF,25,13.25,-1.75,0.05,0.4,0.243464052,0.199074074,0.336734694,0.140432313,0.4695,-1.825,-0.819547716,-0.648078363,-0.731981031,-0.751781595
193,Anthony Gill,PF,29,14.7,-1.9,0,1.4,0.133986928,0.055555556,0.129251701,0.163329638,0.427,-1.06,-0.917414548,-0.757261998,-0.732086014,-0.726644781
498,Collin Sexton,SG,23,11.2,-4.1,-0.2,-0.1,0.522875817,0.194444444,0.224489796,0.118712762,0.622,5.23,-0.86771277,-0.992846542,-0.732711919,-0.769121684
584,Brandon Williams,PG,22,11,-5.7,-0.6,-0.5,0.421568627,0.361111111,0.210884354,0.230254954,0.402,-3.96,-0.935698287,-0.527140012,-0.732932509,-0.807725124
404,Larry Nance Jr.,PF,29,14.2,-1.9,0,0.4,0.238562092,0.083333333,0.292517007,0.069350145,0.512,1.63,-1.0140772,-0.54014269,-0.733772813,-0.705423472
490,Tomáš Satoranský,PG,30,14.4,-1.5,0.1,1,0.160130719,0.453703704,0.19047619,0.149958431,0.427,-1.06,-0.728365942,-0.627648085,-0.735205481,-0.586550461
140,Donte DiVincenzo,SG,25,10.45,-3.05,-0.05,0.35,0.285947712,0.24537037,0.268707483,0.181637107,0.646,2.955,-0.900229972,-0.691553482,-0.736946364,-0.784703605
588,Patrick Williams,PF,20,12.7,-1.5,0,0.9,0.294117647,0.083333333,0.278911565,0.154080643,0.488,1.37,-0.670029561,-0.761159835,-0.739597286,-0.739961731
347,Tre Mann,PG,20,10.2,-4.4,-0.8,0.1,0.339869281,0.138888889,0.197278912,0.48073992,0.488,0.96,-0.864997871,-0.768549895,-0.745304835,-0.692799867
417,Jordan Nwora,SF,23,9.9,-4.1,-0.6,0.6,0.258169935,0.092592593,0.244897959,0.416412637,0.707,3.61,-0.942742129,-0.816719639,-0.75020722,-0.758736016
337,Robin Lopez,C,33,13.7,-3.8,-0.3,0.8,0.232026144,0.138888889,0.238095238,0.217195511,0.415,-2.39,-1.094683793,-0.699966657,-0.751590797,-0.691990143
60,Brandon Boston Jr.,SG,20,11.2,-3.3,-0.3,0.4,0.218954248,0.092592593,0.149659864,0.267735901,0.537,0.31,-0.895375005,-0.74396032,-0.752056907,-0.746830037
323,Romeo Langford,SG,22,9.3,-1.2,0.2,1.3,0.153594771,0.037037037,0.163265306,0.25720521,0.695,6.38,-0.799856445,-0.701913734,-0.753756368,-0.687399173
170,Malachi Flynn,PG,23,11.7,-1.5,0.1,1,0.140522876,0.148148148,0.095238095,0.189552446,0.5,1.59,-0.809223005,-0.647104471,-0.754474907,-0.798700302
414,Frank Ntilikina,SG,23,10.4,-1.9,0,0.9,0.133986928,0.111111111,0.095238095,0.240681724,0.463,-0.14,-0.888980724,-0.776738988,-0.756582124,-0.789361725
216,R.J. Hampton,SG,20,8.5,-4.1,-0.7,-0.2,0.248366013,0.231481481,0.204081633,0.492552307,0.415,-2.39,-0.926126162,-0.790931247,-0.757617499,-0.815504497
63,Avery Bradley,SG,31,7.8,-3.6,-0.6,1.2,0.209150327,0.074074074,0.149659864,0.494215048,0.524,0.43,-1.110566368,-0.644879512,-0.759187108,-0.740389898
581,Aaron Wiggins,SG,23,10.3,-4.3,-0.7,1.2,0.27124183,0.12962963,0.244897959,0.426493003,0.488,0.96,-0.832349255,-0.83130879,-0.760355723,-0.796957841
23,Udoka Azubuike,C,22,17.6,-1.4,0,0.6,0.153594771,0,0.285714286,0.070839684,0.451,-1.03,-0.80338438,-0.765086856,-0.761603332,-0.728868829
